Date,Open,High,Low,Close*,Volume(MM),%Change,MACD,MACDsig,RS,RSI,Stochastic%K,Stochastic%D,Consecutive Move,Sum of % change during consecutive,Class
"Aug 23, 2019","2,911.07","2,927.01","2,834.97","2,847.11","3,942.52",-2.59%,-18.30,-16.84,1.01,50.24,18.34,61.49,2.00,-2.65%,1
"Aug 26, 2019","2,866.70","2,879.27","2,856.00","2,878.38","2,859.79",1.10%,-18.69,-17.21,0.99,49.65,44.88,48.81,1.00,1.10%,5
"Aug 27, 2019","2,893.14","2,898.79","2,860.59","2,869.16","3,537.49",-0.32%,-19.51,-17.67,0.94,48.48,37.05,33.42,1.00,-0.32%,2
"Aug 28, 2019","2,861.28","2,890.03","2,853.05","2,887.94","3,102.48",0.65%,-18.44,-17.83,0.80,44.45,53.00,44.98,1.00,0.65%,4
"Aug 29, 2019","2,910.37","2,930.50","2,905.67","2,924.58","3,177.15",1.27%,-14.47,-17.15,1.03,50.63,84.10,58.05,2.00,1.92%,5
"Aug 30, 2019","2,937.09","2,940.43","2,913.32","2,926.46","3,009.91",0.06%,-11.04,-15.93,1.22,55.03,85.70,74.26,3.00,1.99%,3
"Sep 03, 2019","2,909.01","2,914.39","2,891.85","2,906.27","3,427.83",-0.69%,-9.84,-14.71,0.91,47.56,70.27,80.02,1.00,-0.69%,2
"Sep 04, 2019","2,924.67","2,938.84","2,921.86","2,937.78","3,167.90",1.08%,-6.27,-13.02,1.75,63.61,97.69,84.56,1.00,1.08%,5
"Sep 05, 2019","2,960.60","2,985.86","2,960.60","2,976.00","3,902.60",1.30%,-0.35,-10.49,1.99,66.54,93.47,87.14,2.00,2.39%,5
"Sep 06, 2019","2,980.33","2,985.03","2,972.51","2,978.71","3,209.34",0.09%,4.50,-7.49,1.69,62.87,95.26,95.47,3.00,2.48%,3
"Sep 09, 2019","2,988.43","2,989.43","2,969.39","2,978.43","4,031.12",-0.01%,8.23,-4.35,1.42,58.69,92.88,93.87,1.00,-0.01%,3
"Sep 10, 2019","2,971.01","2,979.39","2,957.01","2,979.39","4,393.04",0.03%,11.13,-1.25,1.74,63.47,93.50,93.88,1.00,0.03%,3
"Sep 11, 2019","2,981.41","3,000.93","2,975.31","3,000.93","3,934.37",0.72%,15.00,2.00,1.71,63.17,100.00,95.46,2.00,0.76%,4
"Sep 12, 2019","3,009.08","3,020.74","3,000.92","3,009.57","3,796.99",0.29%,18.55,5.31,1.82,64.55,93.99,95.83,3.00,1.04%,3
"Sep 13, 2019","3,012.21","3,017.33","3,002.90","3,007.39","3,557.01",-0.07%,20.94,8.44,6.03,85.77,92.04,95.34,1.00,-0.07%,3
"Sep 16, 2019","2,996.41","3,002.19","2,990.67","2,997.96","4,285.86",-0.31%,21.83,11.12,3.90,79.57,86.42,90.81,2.00,-0.39%,2
"Sep 17, 2019","2,995.67","3,006.21","2,993.73","3,005.70","3,673.25",0.26%,22.89,13.47,5.26,84.02,91.03,89.83,1.00,0.26%,3
"Sep 18, 2019","3,001.50","3,007.83","2,978.57","3,006.73","3,458.80",0.03%,23.55,15.49,4.70,82.47,89.13,88.86,2.00,0.29%,3
"Sep 19, 2019","3,010.36","3,021.99","3,003.16","3,006.79","3,265.66",0.00%,23.79,17.15,3.56,78.08,88.32,89.49,3.00,0.29%,3
"Sep 20, 2019","3,008.42","3,016.37","2,984.68","2,992.07","6,103.44",-0.49%,22.54,18.23,2.40,70.60,77.01,84.82,1.00,-0.49%,2
"Sep 23, 2019","2,983.50","2,999.15","2,982.23","2,991.78","3,187.25",-0.01%,21.28,18.84,4.18,80.69,69.83,78.39,2.00,-0.50%,3
"Sep 24, 2019","3,002.43","3,007.98","2,957.73","2,966.60","3,872.80",-0.84%,18.04,18.68,1.55,60.84,14.76,53.87,3.00,-1.34%,2
"Sep 25, 2019","2,968.35","2,989.82","2,952.86","2,984.87","3,331.20",0.62%,16.76,18.30,1.17,53.92,46.30,43.63,1.00,0.62%,4
"Sep 26, 2019","2,985.73","2,987.28","2,963.71","2,977.62","3,084.91",-0.24%,14.98,17.63,0.98,49.54,35.82,32.29,1.00,-0.24%,3
"Sep 27, 2019","2,985.47","2,987.31","2,945.53","2,961.79","3,246.48",-0.53%,12.16,16.54,0.78,43.75,21.27,34.46,2.00,-0.77%,2
"Sep 30, 2019","2,967.07","2,983.85","2,967.07","2,976.74","3,249.13",0.50%,11.00,15.43,0.96,49.10,40.82,32.63,1.00,0.50%,4
"Oct 01, 2019","2,983.69","2,992.53","2,938.70","2,940.25","3,560.75",-1.23%,7.05,13.75,0.46,31.28,1.86,21.32,1.00,-1.23%,1
"Oct 02, 2019","2,924.78","2,924.78","2,874.93","2,887.61","3,914.18",-1.79%,-0.32,10.94,0.26,20.41,8.62,17.10,2.00,-3.02%,1
"Oct 03, 2019","2,885.38","2,911.13","2,855.94","2,910.63","3,515.13",0.80%,-4.25,7.90,0.40,28.68,32.94,14.47,1.00,0.80%,4
"Oct 04, 2019","2,918.56","2,953.74","2,918.56","2,952.01","3,005.60",1.42%,-3.98,5.52,0.70,41.12,57.86,33.14,2.00,2.22%,5
"Oct 07, 2019","2,944.23","2,959.75","2,935.68","2,938.79","2,959.05",-0.45%,-4.78,3.46,0.60,37.34,49.89,46.90,1.00,-0.45%,2
"Oct 08, 2019","2,920.40","2,925.47","2,892.66","2,893.06","3,370.70",-1.56%,-9.00,0.97,0.46,31.61,22.35,43.37,2.00,-2.00%,1
"Oct 09, 2019","2,911.10","2,929.32","2,907.41","2,919.40","2,735.35",0.91%,-10.11,-1.25,0.59,36.97,39.56,37.27,1.00,0.91%,4
"Oct 10, 2019","2,918.55","2,948.46","2,917.12","2,938.13","3,234.40",0.64%,-9.36,-2.87,0.73,42.05,54.06,38.66,2.00,1.55%,4
"Oct 11, 2019","2,963.07","2,993.28","2,963.07","2,970.27","3,581.32",1.09%,-6.11,-3.52,0.89,47.10,75.20,56.27,3.00,2.65%,5
"Oct 14, 2019","2,965.81","2,972.84","2,962.94","2,966.15","2,559.27",-0.14%,-3.82,-3.58,1.00,49.94,80.25,69.83,1.00,-0.14%,3
"Oct 15, 2019","2,973.61","3,003.28","2,973.61","2,995.68","3,345.09",1.00%,0.38,-2.79,1.06,51.50,94.84,83.43,1.00,1.00%,4
"Oct 16, 2019","2,989.68","2,997.54","2,985.20","2,989.69","3,230.32",-0.20%,3.18,-1.59,1.07,51.68,90.78,88.62,1.00,-0.20%,3
"Oct 17, 2019","3,000.77","3,008.29","2,991.79","2,997.95","3,103.47",0.28%,6.00,-0.07,1.23,55.13,93.21,92.94,1.00,0.28%,3
"Oct 18, 2019","2,996.84","3,000.00","2,976.31","2,986.20","3,268.97",-0.39%,7.20,1.38,1.06,51.35,85.50,89.83,1.00,-0.39%,2
"Oct 21, 2019","2,996.48","3,007.33","2,995.35","3,006.72","3,271.96",0.69%,9.70,3.05,1.50,59.97,98.97,92.56,1.00,0.69%,4
"Oct 22, 2019","3,010.73","3,014.57","2,995.04","2,995.99","3,527.54",-0.36%,10.69,4.57,2.18,68.59,88.29,90.92,1.00,-0.36%,2
"Oct 23, 2019","2,994.01","3,004.78","2,991.21","3,004.52","3,413.60",0.28%,12.03,6.07,2.03,66.95,91.76,93.00,1.00,0.28%,3
"Oct 24, 2019","3,014.78","3,016.07","3,000.42","3,010.29","3,696.51",0.19%,13.39,7.53,1.64,62.07,95.32,91.79,2.00,0.48%,3
"Oct 25, 2019","3,003.32","3,027.39","3,001.94","3,022.55","3,379.06",0.41%,15.29,9.08,2.07,67.42,96.41,94.49,3.00,0.88%,4
"Oct 28, 2019","3,032.12","3,044.08","3,032.12","3,039.42","3,524.97",0.56%,17.95,10.86,5.49,84.59,96.59,96.10,4.00,1.44%,4
"Oct 29, 2019","3,035.39","3,047.87","3,034.81","3,036.89","3,594.43",-0.08%,19.63,12.61,4.35,81.29,91.60,94.87,1.00,-0.08%,3
"Oct 30, 2019","3,039.74","3,050.10","3,025.96","3,046.77","3,779.66",0.33%,21.50,14.39,4.09,80.37,96.18,94.79,1.00,0.33%,4
"Oct 31, 2019","3,046.90","3,046.90","3,023.19","3,037.56","4,149.31",-0.30%,22.00,15.91,2.52,71.57,85.61,91.13,1.00,-0.30%,2
"Nov 01, 2019","3,050.72","3,066.95","3,050.72","3,066.91","3,956.29",0.97%,24.47,17.62,3.51,77.81,99.96,93.92,1.00,0.97%,4
"Nov 04, 2019","3,078.96","3,085.20","3,074.87","3,078.27","4,178.04",0.37%,27.04,19.51,3.05,75.33,93.64,93.07,2.00,1.34%,4
"Nov 05, 2019","3,080.80","3,083.95","3,072.15","3,074.62","4,490.59",-0.12%,28.45,21.30,3.24,76.43,90.28,94.63,1.00,-0.12%,3
"Nov 06, 2019","3,075.10","3,078.34","3,065.89","3,076.78","4,465.51",0.07%,29.41,22.92,3.08,75.50,92.27,92.06,1.00,0.07%,3
"Nov 07, 2019","3,087.02","3,097.77","3,080.23","3,085.18","4,151.99",0.27%,30.49,24.43,4.79,82.73,88.19,90.25,2.00,0.34%,3
"Nov 08, 2019","3,081.25","3,093.09","3,073.58","3,093.08","3,508.16",0.26%,31.62,25.87,4.31,81.15,95.60,92.02,3.00,0.60%,3
"Nov 11, 2019","3,080.33","3,088.33","3,075.82","3,087.01","3,041.12",-0.20%,31.66,27.03,5.24,83.98,89.90,91.23,1.00,-0.20%,3
"Nov 12, 2019","3,089.28","3,102.61","3,084.73","3,091.84","3,495.56",0.16%,31.72,27.97,5.07,83.52,89.46,91.65,1.00,0.16%,3
"Nov 13, 2019","3,084.18","3,098.06","3,078.80","3,094.04","3,513.72",0.07%,31.58,28.69,4.90,83.06,91.49,90.28,2.00,0.23%,3
"Nov 14, 2019","3,090.75","3,098.20","3,083.26","3,096.63","3,282.09",0.08%,31.31,29.21,4.45,81.66,92.47,91.14,3.00,0.31%,3
"Nov 15, 2019","3,107.92","3,120.46","3,104.60","3,120.46","3,359.80",0.77%,32.65,29.90,4.78,82.69,100.00,94.65,4.00,1.08%,4
"Nov 18, 2019","3,117.91","3,124.17","3,112.06","3,122.03","3,440.14",0.05%,33.45,30.61,5.50,84.61,97.88,96.78,5.00,1.13%,3
"Nov 19, 2019","3,127.45","3,127.64","3,113.47","3,120.18","3,613.67",-0.06%,33.55,31.20,4.53,81.93,92.86,96.91,1.00,-0.06%,3
"Nov 20, 2019","3,114.66","3,118.97","3,091.41","3,108.46","4,041.01",-0.38%,32.31,31.42,4.04,80.18,75.07,88.60,2.00,-0.43%,2
"Nov 21, 2019","3,108.49","3,110.11","3,094.55","3,103.54","3,744.01",-0.16%,30.58,31.25,2.30,69.68,60.97,76.30,3.00,-0.59%,3
"Nov 22, 2019","3,111.41","3,112.87","3,099.26","3,110.29","3,235.27",0.22%,29.41,30.88,2.14,68.10,71.90,69.31,1.00,0.22%,3
"Nov 25, 2019","3,117.44","3,133.83","3,117.44","3,133.64","3,514.31",0.75%,30.02,30.71,3.40,77.29,99.72,77.53,2.00,0.97%,4
"Nov 26, 2019","3,134.85","3,142.69","3,131.00","3,140.52","4,600.45",0.22%,30.71,30.71,3.60,78.24,96.86,89.49,3.00,1.19%,3
"Nov 27, 2019","3,145.49","3,154.26","3,143.41","3,153.63","3,035.47",0.42%,31.94,30.96,3.79,79.11,99.22,98.60,4.00,1.61%,4
"Nov 29, 2019","3,147.18","3,150.30","3,139.34","3,140.98","1,743.42",-0.40%,31.54,31.07,2.29,69.58,83.07,93.05,1.00,-0.40%,2
"Dec 02, 2019","3,143.85","3,144.31","3,110.78","3,113.87","3,285.75",-0.86%,28.70,30.60,1.46,59.37,46.47,76.25,2.00,-1.26%,2
"Dec 03, 2019","3,087.41","3,094.97","3,070.33","3,093.20","3,671.58",-0.66%,24.50,29.38,1.02,50.43,27.25,52.26,3.00,-1.93%,2
"Dec 04, 2019","3,103.50","3,119.38","3,102.53","3,112.76","3,702.98",0.63%,22.49,28.00,1.24,55.30,50.55,41.43,1.00,0.63%,4
"Dec 05, 2019","3,119.21","3,119.45","3,103.76","3,117.43","3,360.48",0.15%,21.03,26.61,1.26,55.82,56.12,44.64,2.00,0.78%,3
"Dec 06, 2019","3,134.62","3,150.60","3,134.62","3,145.91","3,483.31",0.91%,21.92,25.67,1.32,56.94,90.05,65.57,3.00,1.70%,4
"Dec 09, 2019","3,141.86","3,148.87","3,135.46","3,135.96","3,400.47",-0.32%,21.57,24.85,1.16,53.63,78.20,74.79,1.00,-0.32%,2
"Dec 10, 2019","3,135.36","3,142.12","3,126.09","3,132.52","3,346.31",-0.11%,20.78,24.03,1.14,53.19,74.10,80.78,2.00,-0.43%,3
"Dec 11, 2019","3,135.75","3,143.98","3,133.21","3,141.63","3,257.65",0.29%,20.65,23.36,1.42,58.70,84.95,79.08,1.00,0.29%,3
"Dec 12, 2019","3,141.23","3,176.28","3,138.47","3,168.57","4,003.20",0.86%,22.46,23.18,1.88,65.29,92.72,83.92,2.00,1.15%,4
"Dec 13, 2019","3,166.65","3,182.68","3,156.51","3,168.80","3,757.65",0.01%,23.64,23.27,1.79,64.19,87.65,88.44,3.00,1.16%,3
"Dec 16, 2019","3,183.63","3,197.71","3,183.63","3,191.45","4,070.20",0.71%,26.10,23.84,1.78,64.07,95.09,91.82,4.00,1.87%,4
"Dec 17, 2019","3,195.40","3,198.22","3,191.03","3,192.52","3,842.94",0.03%,27.82,24.63,1.70,63.02,95.54,92.76,5.00,1.90%,3
"Dec 18, 2019","3,195.21","3,198.48","3,191.14","3,191.14","4,029.95",-0.04%,28.74,25.46,1.50,59.98,94.27,94.97,1.00,-0.04%,3
"Dec 19, 2019","3,192.32","3,205.48","3,192.32","3,205.37","3,784.36",0.45%,30.27,26.42,2.03,66.99,99.92,96.58,1.00,0.45%,4
"Dec 20, 2019","3,223.33","3,225.65","3,216.03","3,221.22","6,457.48",0.49%,32.38,27.61,4.03,80.12,97.15,97.11,2.00,0.94%,4
"Dec 23, 2019","3,226.05","3,227.78","3,222.30","3,224.01","3,064.53",0.09%,33.90,28.87,9.86,90.79,96.99,98.02,3.00,1.03%,3
"Dec 24, 2019","3,225.45","3,226.43","3,220.51","3,223.38","1,296.53",-0.02%,34.64,30.02,8.18,89.11,96.45,96.86,1.00,-0.02%,3
"Dec 26, 2019","3,227.20","3,240.08","3,227.20","3,239.91","2,164.54",0.51%,36.15,31.25,8.95,89.95,99.85,97.76,1.00,0.51%,4
"Dec 27, 2019","3,247.23","3,247.93","3,234.37","3,240.02","2,429.15",0.00%,36.93,32.39,7.11,87.67,93.51,96.60,2.00,0.52%,3
"Dec 30, 2019","3,240.09","3,240.92","3,216.57","3,221.29","3,021.72",-0.58%,35.63,33.03,4.53,81.91,78.14,90.50,1.00,-0.58%,2
"Dec 31, 2019","3,215.18","3,231.72","3,212.03","3,230.78","2,894.76",0.29%,34.96,33.42,5.74,85.16,85.05,85.56,1.00,0.29%,3
"Jan 02, 2020","3,244.67","3,258.14","3,235.53","3,257.85","3,459.93",0.84%,36.19,33.97,6.60,86.85,99.76,87.65,2.00,1.13%,4
"Jan 03, 2020","3,226.36","3,246.15","3,222.34","3,234.85","3,484.70",-0.71%,34.91,34.16,2.52,71.55,77.08,87.30,1.00,-0.71%,2
"Jan 06, 2020","3,217.55","3,246.84","3,214.64","3,246.28","3,702.46",0.35%,34.43,34.21,2.77,73.48,84.08,86.97,1.00,0.35%,4
"Jan 07, 2020","3,241.86","3,244.91","3,232.43","3,237.18","3,435.91",-0.28%,32.92,33.96,1.87,65.10,68.77,76.64,1.00,-0.28%,3
"Jan 08, 2020","3,238.59","3,267.07","3,236.67","3,253.05","3,726.84",0.49%,32.64,33.69,2.15,68.21,81.54,78.13,1.00,0.49%,4
"Jan 09, 2020","3,266.03","3,275.58","3,263.67","3,274.70","3,641.23",0.67%,33.77,33.71,2.62,72.40,98.94,83.08,2.00,1.16%,4
"Jan 10, 2020","3,281.81","3,282.99","3,260.86","3,265.35","3,214.58",-0.29%,33.53,33.67,1.99,66.51,75.14,85.21,1.00,-0.29%,3
"Jan 13, 2020","3,271.13","3,288.13","3,268.43","3,288.13","3,459.39",0.70%,34.77,33.89,2.10,67.75,100.00,91.36,1.00,0.70%,4
"Jan 14, 2020","3,285.35","3,294.25","3,277.19","3,283.15","3,687.62",-0.15%,34.95,34.10,1.90,65.50,86.50,87.21,1.00,-0.15%,3
"Jan 15, 2020","3,282.27","3,298.66","3,280.69","3,289.29","3,721.49",0.19%,35.19,34.32,2.01,66.79,89.18,91.89,1.00,0.19%,3
"Jan 16, 2020","3,302.97","3,317.11","3,302.82","3,316.81","3,540.58",0.84%,37.16,34.89,2.18,68.56,99.71,91.80,2.00,1.02%,4
"Jan 17, 2020","3,323.66","3,329.88","3,318.86","3,329.62","3,726.22",0.39%,39.31,35.77,2.38,70.37,99.78,96.23,3.00,1.41%,4
"Jan 21, 2020","3,321.03","3,329.79","3,316.61","3,320.79","4,104.84",-0.27%,39.84,36.59,2.80,73.69,92.29,97.26,1.00,-0.27%,3
"Jan 22, 2020","3,330.02","3,337.77","3,320.04","3,321.75","3,623.78",0.03%,39.88,37.24,2.65,72.57,86.99,93.02,1.00,0.03%,3
"Jan 23, 2020","3,315.77","3,326.88","3,301.87","3,325.54","3,766.71",0.11%,39.76,37.75,2.22,68.99,90.07,89.78,2.00,0.14%,3
"Jan 24, 2020","3,333.10","3,333.18","3,281.53","3,295.47","3,708.78",-0.90%,36.81,37.56,1.97,66.36,65.65,80.90,1.00,-0.90%,2
"Jan 27, 2020","3,247.16","3,258.85","3,234.50","3,243.63","3,831.05",-1.57%,29.94,36.04,0.98,49.41,10.63,55.45,2.00,-2.48%,1
"Jan 28, 2020","3,255.35","3,285.78","3,253.22","3,276.24","3,531.57",1.01%,26.83,34.19,1.37,57.84,40.42,38.90,1.00,1.01%,5
"Jan 29, 2020","3,289.46","3,293.47","3,271.89","3,273.40","3,600.25",-0.09%,23.85,32.13,1.19,54.31,37.67,29.57,1.00,-0.09%,3
"Jan 30, 2020","3,256.45","3,285.91","3,242.80","3,283.66","3,790.35",0.31%,22.07,30.11,1.08,51.99,47.60,41.90,1.00,0.31%,4
"Jan 31, 2020","3,282.33","3,282.33","3,214.68","3,225.52","4,529.70",-1.77%,15.78,27.25,0.75,42.72,8.81,31.36,1.00,-1.77%,1
"Feb 03, 2020","3,235.66","3,268.44","3,235.66","3,248.92","3,760.46",0.73%,12.54,24.31,0.75,42.85,27.82,28.08,1.00,0.73%,4
"Feb 04, 2020","3,280.61","3,306.92","3,280.61","3,297.59","3,996.90",1.50%,13.74,22.19,1.10,52.27,67.36,34.66,2.00,2.22%,5
"Feb 05, 2020","3,324.91","3,337.58","3,313.75","3,334.69","4,121.48",1.13%,17.49,21.25,1.30,56.51,97.50,64.22,3.00,3.35%,5
"Feb 06, 2020","3,344.92","3,347.96","3,334.39","3,345.78","3,887.25",0.33%,21.11,21.22,1.19,54.36,98.36,87.74,4.00,3.68%,4
"Feb 07, 2020","3,335.54","3,341.42","3,322.12","3,327.71","3,733.92",-0.54%,22.26,21.43,0.99,49.72,84.81,93.56,1.00,-0.54%,2
"Feb 10, 2020","3,318.28","3,352.26","3,317.77","3,352.09","3,462.73",0.73%,24.85,22.11,1.19,54.43,99.88,94.35,1.00,0.73%,4
"Feb 11, 2020","3,365.87","3,375.63","3,352.72","3,357.75","3,762.94",0.17%,27.06,23.10,1.22,55.03,88.89,91.19,2.00,0.90%,3
"Feb 12, 2020","3,370.50","3,381.47","3,369.72","3,379.45","3,930.91",0.65%,30.20,24.52,1.33,57.17,98.79,95.85,3.00,1.55%,4
"Feb 13, 2020","3,365.90","3,385.09","3,360.52","3,373.94","3,500.89",-0.16%,31.88,26.00,1.58,61.17,93.46,93.71,1.00,-0.16%,3
"Feb 14, 2020","3,378.08","3,380.69","3,366.15","3,380.16","3,419.70",0.18%,33.34,27.46,2.61,72.33,97.11,96.45,1.00,0.18%,3
"Feb 18, 2020","3,369.04","3,375.01","3,355.61","3,370.29","3,750.40",-0.29%,33.31,28.63,2.00,66.62,91.32,93.96,1.00,-0.29%,3
"Feb 19, 2020","3,380.39","3,393.52","3,378.83","3,386.15","3,614.20",0.47%,34.17,29.74,2.23,69.05,95.88,94.77,1.00,0.47%,4
"Feb 20, 2020","3,380.45","3,389.15","3,341.02","3,373.23","4,019.18",-0.38%,33.42,30.48,1.86,65.00,88.65,91.95,1.00,-0.38%,2
"Feb 21, 2020","3,360.50","3,360.76","3,328.45","3,337.75","3,908.78",-1.05%,29.63,30.31,2.37,70.34,64.67,83.07,2.00,-1.43%,1
"Feb 24, 2020","3,257.61","3,259.81","3,214.65","3,225.89","4,851.16",-3.35%,17.39,27.72,0.88,46.84,6.28,53.20,3.00,-4.78%,1
"Feb 25, 2020","3,238.94","3,246.99","3,118.77","3,128.21","5,596.76",-3.03%,-0.18,22.14,0.42,29.51,3.44,24.80,4.00,-7.81%,1
"Feb 26, 2020","3,139.90","3,182.51","3,108.99","3,116.39","5,484.65",-0.38%,-14.89,14.73,0.28,21.88,2.60,4.11,5.00,-8.19%,2
"Feb 27, 2020","3,062.54","3,097.07","2,977.39","2,978.76","7,064.71",-4.42%,-37.23,4.34,0.17,14.34,0.33,2.12,6.00,-12.61%,1
"Feb 28, 2020","2,916.90","2,959.72","2,855.84","2,954.22","8,569.57",-0.82%,-56.26,-7.78,0.17,14.17,18.30,7.08,7.00,-13.43%,2
"Mar 02, 2020","2,974.28","3,090.96","2,945.19","3,090.23","6,381.33",4.60%,-59.68,-18.16,0.41,29.31,43.59,20.74,1.00,4.60%,5
"Mar 03, 2020","3,096.46","3,136.72","2,976.63","3,003.37","6,376.51",-2.81%,-68.61,-28.25,0.34,25.18,27.44,29.78,1.00,-2.81%,1
"Mar 04, 2020","3,045.75","3,130.97","3,034.38","3,130.12","5,073.02",4.22%,-64.71,-35.54,0.53,34.78,51.01,40.68,1.00,4.22%,5
"Mar 05, 2020","3,075.70","3,083.04","2,999.83","3,023.94","5,579.29",-3.39%,-69.39,-42.31,0.45,30.97,31.26,36.57,1.00,-3.39%,1
"Mar 06, 2020","2,954.20","2,985.93","2,901.54","2,972.37","6,555.24",-1.71%,-76.38,-49.12,0.41,28.87,21.67,34.65,2.00,-5.10%,1
"Mar 09, 2020","2,863.89","2,863.89","2,734.43","2,746.56","8,441.29",-7.60%,-99.00,-59.10,0.31,23.59,1.84,18.26,3.00,-12.69%,1
"Mar 10, 2020","2,813.48","2,882.59","2,734.00","2,882.23","7,642.04",4.94%,-104.77,-68.23,0.44,30.63,22.63,15.38,1.00,4.94%,5
"Mar 11, 2020","2,825.60","2,825.60","2,707.22","2,741.38","7,431.20",-4.89%,-119.33,-78.45,0.39,27.89,5.23,9.90,1.00,-4.89%,1
"Mar 12, 2020","2,630.86","2,660.95","2,478.86","2,480.64","8,850.81",-9.51%,-150.18,-92.80,0.32,24.09,0.23,9.36,2.00,-14.40%,1
"Mar 13, 2020","2,569.99","2,711.33","2,492.37","2,711.02","8,299.07",9.29%,-154.26,-105.09,0.55,35.48,30.22,11.89,1.00,9.29%,5
"Mar 16, 2020","2,508.59","2,562.98","2,380.94","2,386.13","7,805.45",-11.98%,-181.62,-120.40,0.46,31.45,0.65,10.37,1.00,-11.98%,1
"Mar 17, 2020","2,425.66","2,553.93","2,367.04","2,529.19","8,370.25",6.00%,-189.57,-134.23,0.57,36.22,21.07,17.31,1.00,6.00%,5
"Mar 18, 2020","2,436.50","2,453.57","2,280.52","2,398.10","8,799.30",-5.18%,-204.09,-148.20,0.57,36.33,13.73,11.82,1.00,-5.18%,1
"Mar 19, 2020","2,393.48","2,466.97","2,319.78","2,409.39","7,956.10",0.47%,-212.25,-161.01,0.59,37.10,15.05,16.62,1.00,0.47%,4
"Mar 20, 2020","2,431.94","2,453.01","2,295.56","2,304.92","9,053.95",-4.34%,-224.55,-173.72,0.45,31.12,2.85,10.54,1.00,-4.34%,1
"Mar 23, 2020","2,290.71","2,300.73","2,191.86","2,237.40","7,411.38",-2.93%,-237.02,-186.38,0.46,31.41,4.85,7.58,2.00,-7.27%,1
"Mar 24, 2020","2,344.44","2,449.71","2,344.44","2,447.33","7,563.15",9.38%,-227.34,-194.57,0.52,34.07,28.67,12.12,1.00,9.38%,5
"Mar 25, 2020","2,457.77","2,571.42","2,407.53","2,475.56","8,300.01",1.15%,-214.91,-198.64,0.58,36.73,35.73,23.08,2.00,10.54%,5
"Mar 26, 2020","2,501.29","2,637.01","2,500.72","2,630.07","7,766.99",6.24%,-190.40,-196.99,0.73,42.11,63.44,42.61,3.00,16.78%,5
"Mar 27, 2020","2,555.87","2,615.91","2,520.02","2,541.47","6,201.67",-3.37%,-176.10,-192.81,0.82,44.95,50.61,49.93,1.00,-3.37%,1
"Mar 30, 2020","2,558.98","2,631.80","2,545.28","2,626.65","5,751.12",3.35%,-156.09,-185.47,0.77,43.55,68.61,60.89,1.00,3.35%,5
"Mar 31, 2020","2,614.69","2,641.39","2,571.15","2,584.59","6,576.21",-1.60%,-141.99,-176.77,0.85,45.83,75.60,64.94,1.00,-1.60%,1
"Apr 01, 2020","2,498.08","2,522.75","2,447.49","2,470.50","5,964.00",-4.41%,-138.42,-169.10,0.99,49.71,53.64,65.95,2.00,-6.02%,1
"Apr 02, 2020","2,458.54","2,533.22","2,455.79","2,526.90","6,464.19",2.28%,-129.55,-161.19,0.79,44.10,74.53,67.92,1.00,2.28%,5
"Apr 03, 2020","2,514.92","2,538.18","2,459.96","2,488.65","6,096.97",-1.51%,-124.18,-153.79,1.17,54.02,66.02,64.73,1.00,-1.51%,1
"Apr 06, 2020","2,578.28","2,676.85","2,574.57","2,663.68","6,403.84",7.03%,-104.59,-143.95,1.23,55.15,97.28,79.28,1.00,7.03%,5
"Apr 07, 2020","2,738.65","2,756.89","2,657.67","2,659.41","7,050.41",-0.16%,-88.39,-132.84,1.57,61.07,82.75,82.02,1.00,-0.16%,3
"Apr 08, 2020","2,685.00","2,760.75","2,663.30","2,749.98","5,875.71",3.41%,-67.47,-119.76,1.74,63.53,98.11,92.71,1.00,3.41%,5
"Apr 09, 2020","2,776.99","2,818.57","2,762.36","2,789.82","7,899.55",1.45%,-47.13,-105.24,2.37,70.30,95.41,92.09,2.00,4.85%,5
"Apr 13, 2020","2,782.46","2,782.46","2,721.17","2,761.63","5,319.53",-1.01%,-32.91,-90.77,2.66,72.69,87.99,93.84,1.00,-1.01%,1
"Apr 14, 2020","2,805.10","2,851.85","2,805.10","2,846.06","5,615.73",3.06%,-14.65,-75.55,2.26,69.36,98.70,94.03,1.00,3.06%,5
"Apr 15, 2020","2,795.64","2,801.88","2,761.54","2,783.36","5,208.00",-2.20%,-5.18,-61.47,1.81,64.46,83.06,89.92,1.00,-2.20%,1
"Apr 16, 2020","2,799.34","2,806.51","2,764.32","2,799.55","5,228.81",0.58%,3.58,-48.46,1.45,59.15,87.07,89.61,1.00,0.58%,4
"Apr 17, 2020","2,842.43","2,879.22","2,830.88","2,874.56","5,804.81",2.68%,16.40,-35.49,2.15,68.26,98.92,89.68,2.00,3.26%,5
"Apr 20, 2020","2,845.62","2,868.98","2,820.43","2,823.16","5,228.63",-1.79%,22.15,-23.96,1.58,61.19,87.02,91.00,1.00,-1.79%,1
"Apr 21, 2020","2,784.81","2,785.54","2,727.10","2,736.56","5,121.01",-3.07%,19.49,-15.27,1.39,58.23,66.96,84.30,2.00,-4.86%,1
"Apr 22, 2020","2,787.89","2,815.10","2,775.95","2,799.31","5,084.92",2.29%,22.20,-7.78,2.21,68.86,81.13,78.37,1.00,2.29%,5
"Apr 23, 2020","2,810.42","2,844.90","2,794.26","2,797.80","5,773.53",-0.05%,23.94,-1.43,1.99,66.58,80.58,76.22,1.00,-0.05%,3
